,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
70411,7vs3JM90lKhp11av83WA5j,Jay Chou,哎呦 不錯哦,算什麼男人,53,289480,False,0.523,0.572,1,-6.834,1,0.0274,0.356,1.29e-06,0.121,0.306,106.943,4,mandopop
70678,7xn7mJpuwRSdePLyBVGjcU,Johnny Yin,民歌語錄,你是我所有的回憶,23,268328,False,0.47,0.225,9,-12.64,0,0.031,0.853,0.000103,0.162,0.155,95.829,4,mandopop
70626,7fIP72hHPvNFI8XPYsxwQ9,Angela Chang,歐若拉,歐若拉,49,259160,False,0.507,0.77,5,-4.557,1,0.0588,0.0927,0.0,0.277,0.651,170.001,4,mandopop
70513,66EypNPbL0yK9AYj0Q6tZ5,高爾宣 OSN,Baby U Decide,Baby U Decide,54,141921,False,0.75,0.781,2,-5.095,0,0.12,0.207,0.0,0.0962,0.56,139.959,4,mandopop
70859,22Dglcz1VwyXTCEBt6PIdG,Fish Leong;Crowd Lu,親親,不是我不明白,51,281573,False,0.625,0.341,7,-6.949,1,0.0291,0.796,0.0,0.0764,0.199,130.127,4,mandopop
70136,3j2O0gUZaIT5SSpC9F4Emw,Jay Chou;Gary Yang,最偉大的作品,等你下課,55,270000,False,0.586,0.415,8,-10.053,1,0.0325,0.504,0.0,0.103,0.465,147.909,4,mandopop
70811,1wTzT7AETrZvHw9HgQiogj,Jay Chou,十二新作,哪裡都是你,46,279040,False,0.447,0.593,5,-7.074,1,0.0263,0.153,1.35e-06,0.111,0.158,131.928,4,mandopop
70076,5cU1O9P0EDA0rPkPDykhIm,Eric Chou,終於了解自由 (Deluxe),怎麼了,62,321040,False,0.502,0.565,9,-7.779,1,0.0358,0.696,5.55e-05,0.156,0.253,139.926,4,mandopop
70636,4VKVl3wR3qFpZtzWlScvx4,TANK 呂建忠,Fighting !,Three Kingdom Love,40,246173,False,0.531,0.893,4,-2.078,0,0.0445,0.192,0.0,0.0899,0.812,151.924,4,mandopop
70973,0GUogKXLYj6g3o4GUrqmmI,邰正宵,歌者1 男懂女人心,情難枕,22,261000,False,0.56,0.525,8,-7.294,1,0.0319,0.505,1.02e-05,0.0817,0.434,115.877,4,mandopop
70938,7L0PgTyJHxDA31LrXZCTCD,Elva Hsiao,Super Girl 愛 無畏 新歌+精選,錯的人,22,311813,False,0.491,0.499,4,-6.91,1,0.0375,0.755,0.0,0.102,0.247,127.689,4,mandopop
70899,0iGaInaGb447R9BM9whxch,Roman Tam,Uncle Ray 70th Anniversary – Always On My Mind,獅子山下 - 香港電台電視劇[獅子山下主題曲,23,224306,False,0.41,0.356,5,-9.666,1,0.0234,0.657,1.35e-05,0.266,0.196,78.53,4,mandopop
70280,5UAGQJmL7Rn4gn7wlkMyqS,G.E.M.,新的心跳,再見,56,206053,False,0.598,0.538,7,-6.712,1,0.0373,0.284,0.0,0.127,0.157,135.889,4,mandopop
70883,03P0CqP1V51kulWK6WfHiU,Gary Chaw,格格blue,沉默玩具,21,274000,False,0.504,0.351,9,-8.527,1,0.0317,0.7,0.0,0.306,0.147,122.701,4,mandopop
70761,70PO1joNVSeYisRjCJBUNw,Asiaboy 禁藥王 ＆ Lizi 栗子,天轟回來到,天轟回來到,23,150629,True,0.702,0.937,10,-3.108,0,0.128,0.00679,0.0,0.328,0.558,150.013,4,mandopop
70319,4AJWlnFYUgSi153Sb52u3X,Tanya Chua,DEPART,让浪漫作主,58,250898,False,0.38,0.342,6,-7.725,1,0.0288,0.926,0.0,0.217,0.218,77.74,4,mandopop
70549,0S1qNnKSIW6UxlfgBFrvgC,Cyndi Wang,愛你,月光,50,245706,False,0.366,0.355,1,-7.046,1,0.0446,0.776,0.0,0.312,0.459,199.542,4,mandopop
70174,2uHMTG5xr9Xk7MrXIWrVUH,Jolin Tsai,Ugly Beauty,玫瑰少年,54,191718,False,0.648,0.716,10,-6.657,0,0.0401,0.0577,2.16e-05,0.09,0.287,98.014,4,mandopop
70371,2D16XoL2mqc6pegiZOaJY7,林志炫,魔道祖师动画原声带,醉梦前尘,40,271642,False,0.468,0.489,8,-9.838,0,0.0511,0.193,2.11e-06,0.138,0.254,79.998,4,mandopop
70527,4wTJ5BMVyeAJ6bvgULQ40u,Daniel Chan;林京燁,不懂愛你,不懂愛你,24,355000,False,0.495,0.51,8,-7.357,1,0.0349,0.519,0.0,0.19,0.413,136.072,4,mandopop
70210,0qe4Cy63BXu37y6qEQuRPG,告五人,愛在夏天,愛在夏天,54,380800,False,0.551,0.378,1,-7.37,1,0.0303,0.736,0.0,0.308,0.275,74.974,4,mandopop
70235,3v8FOuA8jxAC5SOA2uN6Mg,Hu Xia,燃點,那些年,58,369866,False,0.544,0.528,5,-8.131,1,0.0271,0.299,0.0,0.107,0.215,79.045,4,mandopop
70101,6W2tmkeuHKaedHhdTPnyVs,Jay Chou,魔杰座,說好的幸福呢,58,254720,False,0.543,0.473,9,-7.958,0,0.0282,0.345,0.0,0.134,0.24,117.61,4,mandopop
70986,1vFGwteJk3i24kHw7vtaXL,Cyndi Wang,Cyndi With U,睫毛彎彎,44,244933,False,0.777,0.869,10,-2.785,0,0.048,0.285,0.0,0.0516,0.778,90.006,4,mandopop
70902,0rUiL3L1lurq2lzcfUCSji,Winnie Hsin,味道,味道,53,237333,False,0.564,0.158,10,-14.396,1,0.0322,0.669,3.42e-05,0.119,0.0784,87.83,4,mandopop
70947,356wpCJ2cUKEfvZswomciS,Huang Yee Ling,台灣歌古早曲,痴情月娘島,22,324933,False,0.452,0.264,9,-14.867,1,0.0324,0.0403,0.0,0.0728,0.15,144.092,4,mandopop
70346,63pafODYK7IpztGhgqtmu9,楊宗憲,偷偷愛著你,偷偷愛著你,27,237505,False,0.482,0.374,2,-13.074,1,0.0286,0.397,0.0,0.313,0.335,76.104,4,mandopop
70139,73eCSQ1DxQbaOnzy8PhKx3,David Tao,太平盛世,就是愛妳,58,261906,False,0.607,0.55,9,-6.658,1,0.0251,0.571,0.0,0.0787,0.543,148.1,4,mandopop
70621,3ohxPqZyB74W6ZWFHJdTWk,JJ Lin;Stefanie Sun,Stay With You (英文版),Stay With You - 英文版,49,207760,False,0.308,0.302,7,-7.874,1,0.0343,0.86,0.0,0.121,0.425,170.841,5,mandopop
70499,4eItapj64PXkaDmXYcuX6w,CoCo Lee,Just No Other Way,Before I Fall in Love,57,224200,False,0.612,0.501,8,-6.197,1,0.0283,0.473,0.0,0.108,0.175,116.43,4,mandopop
70370,1ILwI5d4fRL2XvVVuTL9Wq,Jay Chou,跨時代,愛的飛行日記,47,252586,False,0.639,0.791,8,-5.968,1,0.0335,0.231,0.0,0.111,0.305,113.021,4,mandopop
70198,4x1hB3Yg01Aq6J6q0deS9M,Stefanie Sun,逆光,逆光,54,294026,False,0.306,0.579,9,-5.831,1,0.0525,0.403,0.0,0.291,0.306,175.925,4,mandopop
70687,72JCFM5OS69cj4hRKBJxwA,Daniel Chan,Best of Daniel Chan,愛你(躲你),23,310293,False,0.692,0.491,2,-8.618,1,0.0296,0.715,0.0,0.234,0.314,129.991,4,mandopop
70584,0tCChyNux8WLRr7UhAw2Ja,Cheer Chen,太陽,魚,46,300186,False,0.501,0.382,7,-7.747,1,0.032,0.84,0.0,0.076,0.259,137.752,4,mandopop
70901,5rQPgfJMJ7yhsEr0HwTA77,Jay Chou,周杰倫的床邊故事,一點點,46,221266,False,0.507,0.413,7,-7.49,1,0.0277,0.119,1.66e-05,0.0886,0.172,133.966,4,mandopop
70059,5mktG3zst5SVxAiVHY4j6C,Jay Chou,不能說的‧秘密,不能說的秘密,56,296533,False,0.547,0.588,7,-8.323,1,0.0246,0.288,0.0,0.146,0.183,143.922,4,mandopop
70328,7Htc6BTuP7AMveEthpltVx,Claire Kuo,《上游 電視劇音樂原聲帶》,那年的字裡行間 - 優酷青春劇《上游》插曲,25,209092,False,0.609,0.618,5,-5.786,1,0.0239,0.678,1.23e-06,0.149,0.492,91.984,4,mandopop
70096,2DxXhm3DKm916MDMI30asy,Julia Peng,說真心話,舊夢,33,285266,False,0.555,0.257,5,-15.072,1,0.0264,0.366,1.77e-05,0.129,0.219,93.981,4,mandopop
70312,2XFrRuy9Gpu4GuYHTNeHiC,JC 陳詠桐,Album 1,說散就散,59,230571,False,0.507,0.627,2,-6.804,1,0.125,0.556,0.0,0.229,0.371,139.68,4,mandopop
70974,260grD6UKNSPAcEwyFpohL,于台煙,人間有煙 山水有情,情人節的早晨,22,276280,False,0.51,0.686,2,-6.441,0,0.0359,0.377,4.86e-06,0.0446,0.348,82.18,4,mandopop
71453,507bYMYfbm6sUS9iEAaeSd,Seether;Amy Lee,Disclaimer II,Broken,70,258333,False,0.448,0.61,3,-2.695,0,0.0342,0.0102,0.000491,0.135,0.214,123.762,4,metal
71793,0f7TvXMUKeDDMyVjcGFqFm,Oficina G3,Humanos,Até Quando?,40,214645,False,0.478,0.869,10,-5.228,1,0.0591,0.000679,0.0796,0.714,0.506,182.013,4,metal
71209,697M5JB8FDIyRXEXgl1pBZ,Linkin Park,Meteora (Bonus Edition),From the Inside,67,173933,False,0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,0.453,95.028,3,metal
71309,7kxfWvj6u9oWQ5C36kMtGb,Alter Bridge,Blackbird,Watch Over You,60,259133,False,0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,4,metal
71740,28ewfZ6bTCVCNOFEZ1Q7q8,Pentagram,Makina Elektrika,Maymunlar Gezegeni,40,296187,False,0.322,0.981,2,-6.576,1,0.075,3.05e-05,0.483,0.262,0.402,174.884,4,metal
71578,2dbA4sPwu3iK72c0mA6907,Red Hot Chili Peppers,Return of the Dream Canteen,Bella,66,291346,False,0.492,0.815,7,-5.499,0,0.0487,0.00643,2e-05,0.0875,0.812,171.379,4,metal
71851,4X6kRZnZM8mZPkeMUmn8G6,Artcell,Oniket Prantor,Aniket Prantor,28,980079,False,0.5,0.923,10,-5.892,1,0.0888,0.0374,0.00354,0.114,0.5,137.998,4,metal
71545,68KmjjKRK6cehdJHvCwlBr,Celldweller,FiXT Presents: Sinister Sounds,Cry Little Sister vs. Hello Zepp,7,303642,False,0.544,0.74,2,-6.656,1,0.0352,0.000286,0.214,0.388,0.338,140.031,4,metal
71436,7N3PAbqfTjSEU1edb2tY8j,Van Halen,1984 (Remastered),Jump - 2015 Remaster,78,241599,False,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,4,metal
71677,0WTc2jsUgF4Y2MOz0aYvsR,Megadeth,Hidden Treasures,Paranoid,65,152600,True,0.355,0.973,4,-7.004,0,0.071,0.000359,0.154,0.142,0.628,187.385,4,metal
71936,2JhJOPGvtqMpj5RQC8cIYf,Deep Purple,Perfect Strangers,Perfect Strangers,66,328426,False,0.521,0.721,2,-7.699,1,0.0254,0.00348,0.0113,0.391,0.611,97.578,4,metal
71635,0O7lENhqOySbsL743G7PqD,Slipknot,Vol. 3: The Subliminal Verses,"Vermilion, Pt. 2",68,224320,False,0.589,0.442,4,-8.517,1,0.0291,0.334,0.000424,0.0987,0.0904,122.688,3,metal
71867,3s53zBEi1ZU6dJj19eFOxW,Red Hot Chili Peppers,Tippa My Tongue,Tippa My Tongue,68,260808,False,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,metal
71603,1EJZQ6uhrvl4JtoKn7RKFd,Scorpions,Follow Your Heart,Follow Your Heart,56,245626,False,0.353,0.656,7,-5.712,0,0.0319,0.0431,0.000161,0.139,0.195,153.747,4,metal
71891,6ktfvSd9cnC9ZQv7bnif1B,Hermetica,Victimas del Vaciamiento,Buscando Razón,39,221200,False,0.465,0.708,2,-10.568,1,0.0286,0.000239,7.57e-06,0.0872,0.685,97.28,4,metal
71070,4MiLgByToEVhuGwc6MrSIX,Breaking Benjamin,Halloween Metal Nights,Blood,3,189120,True,0.477,0.973,4,-2.731,0,0.0766,3.81e-05,3.3e-05,0.289,0.288,90.519,4,metal
71824,2ov8L95QD25TLpZAZPYWXL,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),Mr. Crowley,66,302647,False,0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,4,metal
71468,3CIOopLwvyMvXk97ZEksKO,Motörhead,Ace of Spades (Expanded Edition),Ace of Spades,32,168320,False,0.322,0.991,6,-4.453,1,0.213,0.00313,0.0035,0.0708,0.198,140.221,4,metal
71382,57wRFUIAiZfURSiep1assa,Shemhamforash,Apophis,Apophis,47,428000,False,0.265,0.983,11,-7.109,1,0.139,5.64e-06,0.765,0.04,0.106,120.087,4,metal
71208,5W8YXBz9MTIDyrpYaCg2Ky,Papa Roach,Infest,Last Resort,80,199906,True,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,4,metal
71570,2o4AknH1hXnleCRW2rH45w,Alter Bridge,Blackbird,Blackbird,57,478133,False,0.279,0.806,6,-4.714,0,0.0448,0.00499,0.0126,0.116,0.132,149.463,3,metal
71377,6TfBA04WJ3X1d1wXhaCFVT,The Offspring,"Rise And Fall, Rage And Grace","You're Gonna Go Far, Kid",81,177826,True,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.115,4,metal
71929,514GW1c9Jn21KgZmO6mZIE,Rammstein,Zeit,Armee der Tristen,74,205589,False,0.447,0.901,2,-5.397,1,0.0491,0.000415,0.000103,0.225,0.334,86.01,4,metal
71879,0LiSHhC2Ekg9KCsWCu9nK9,DEHA INC.,01000001 01011010 01010010 01000001 00001010,01000001 01011010 01010010 01000001 00001010,40,140218,True,0.662,0.525,1,-11.275,1,0.167,0.0216,0.0347,0.136,0.395,125.175,4,metal
71902,0NNep3grWO95CVGp04gMM4,Joe Satriani,Surfing With The Alien,"Always with Me, Always with You",52,202533,False,0.575,0.295,11,-12.584,1,0.0326,0.484,0.703,0.0639,0.394,144.366,3,metal
71059,6QDAJvROnF636DZ5ApeIuR,KISS,Rock & Halloween,Hell Or High Water,1,207066,False,0.57,0.939,5,-7.177,0,0.0701,0.155,0.0,0.633,0.538,117.322,4,metal
71168,3dxiWIBVJRlqh9xk144rf4,Linkin Park,Meteora (Bonus Edition),Breaking the Habit,71,196906,False,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,4,metal
71249,1bYI5bQggwEA4JAwr0qD31,Whitesnake,80's,Here I Go Again 87 - 2018 Remaster,0,275395,False,0.367,0.824,7,-6.763,1,0.0377,0.0121,8.55e-05,0.155,0.253,89.946,4,metal
71810,07ceEXOyS7ghQkyCOycXwP,Killswitch Engage,As Daylight Dies (Special Edition),This Fire,61,189666,False,0.447,0.993,7,-3.022,1,0.111,1.56e-05,0.027,0.474,0.108,140.018,4,metal
71344,2aaClnypAakdAmLw74JXxB,Sepultura,Metal,Arise,0,198226,False,0.371,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,metal
71595,4Idm2ydGjeD7r2RXZm8h3V,Fear Factory,Metal,Body Hammer,0,305533,False,0.468,0.946,8,-6.635,1,0.0772,1.65e-05,0.0155,0.0987,0.362,81.961,4,metal
71318,2dXsILW8gzkosqleHAvl0v,Metallica,Ride The Lightning (Remastered),For Whom The Bell Tolls - Remastered,73,309973,False,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,4,metal
71625,0dlTGl67UFWcKupzkxZYOn,Guns N' Roses,Use Your Illusion II,You Could Be Mine,72,343640,False,0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,4,metal
71542,4UH2UeR4NKZ4aG4mJI4WBS,Celldweller,FiXT Presents: Sinister Sounds,Halloween Theme,7,95777,False,0.449,0.879,11,-3.968,1,0.0388,0.00764,0.948,0.8,0.085,135.055,4,metal
71622,6irNz2hSXvd2QJG0vXyBFR,Avenged Sevenfold,City of Evil,Bat Country,42,311813,False,0.541,0.968,0,-4.129,1,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,4,metal
71693,4PE5KCTtRcMhQUHBXvBlXR,Cradle Of Filth,Metal,Courting Baphomet,0,317480,False,0.476,0.968,0,-5.046,0,0.0424,0.000103,0.0487,0.0469,0.421,94.993,4,metal
71158,2aibwv5hGXSgw7Yru8IYTO,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),80,334666,False,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,metal
71198,3jcMkuNGMExEorJSML33D9,Rob Zombie,Halloween Metal Nights,Demon Speeding,0,224306,False,0.548,0.809,11,-4.001,0,0.0328,0.000298,2.96e-06,0.156,0.409,133.984,4,metal
71662,44NRdYQw7P0GWuiunRv3hr,Godsmack,Faceless,I Stand Alone,68,246040,False,0.217,0.92,8,-4.479,1,0.0628,2.86e-05,0.0,0.102,0.376,167.169,4,metal
71597,5QdrB78t2pyqfWha9RWdR6,Oficina G3,Depois da Guerra,Continuar,44,267540,False,0.35,0.716,9,-4.95,0,0.0357,0.131,0.0,0.147,0.201,175.915,3,metal
71788,1wsRitfRRtWyEapl0q22o8,Rage Against The Machine,The Battle Of Los Angeles,Guerrilla Radio,71,206200,True,0.599,0.957,11,-5.764,1,0.188,0.0129,7.06e-05,0.155,0.489,103.68,4,metal
71380,1yc53HK08sDab7PDFgnLWk,Lamb of God,Ashes of the Wake (15th Anniversary),Laid to Rest,66,230127,True,0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,3,metal
71938,6Q88Xw5D2syb9X5rZd3TLz,Lamb of God,Omens,To The Grave,54,223661,False,0.352,0.952,2,-5.435,1,0.138,0.00133,0.419,0.273,0.484,197.803,4,metal
71425,2Zi27tBhXnDQTz3porgaiw,3 Doors Down,Seventeen Days,Here Without You - Acoustic Version,64,232013,False,0.551,0.574,10,-6.265,0,0.0263,0.0203,0.0,0.186,0.308,143.734,4,metal
72521,7h0VeXlTvqW7CwC6czI2X1,In Hearts Wake,Ark,Nomad,26,254030,False,0.45,0.937,9,-3.589,0,0.0897,0.00032,0.0,0.234,0.174,118.026,4,metalcore
72737,5JTySObLwVCxXbLYRtQIf3,He Is Legend,White Bat,Uncanny Valley,27,173604,False,0.434,0.485,5,-7.931,0,0.0313,0.0113,0.0101,0.311,0.404,113.93,3,metalcore
72740,2b0X8G7Sx9ej3MOeKsYuhC,A Day To Remember,Homesick (Special Edition),Another Song About The Weekend,26,225653,False,0.443,0.941,0,-4.824,1,0.0648,2.39e-05,0.0,0.0965,0.644,163.007,4,metalcore
72660,3HhaSocKwTptze7PySNZlW,A Day To Remember,Bad Vibrations (Deluxe Edition),Paranoia,62,200676,True,0.409,0.992,3,-2.803,0,0.108,4.82e-05,2.03e-06,0.1,0.344,149.859,4,metalcore
72411,2uD8ezTUaLTtoqaXUiWPIR,Periphery,Periphery III: Select Difficulty,Lune,38,467013,False,0.488,0.851,5,-6.146,1,0.0447,0.00208,0.000501,0.0943,0.337,134.99,1,metalcore
72678,04K4hdavNtIwDwn3V6IKOE,In Hearts Wake,Skydancer,Badlands,25,195562,False,0.551,0.997,2,-0.974,1,0.112,1.03e-05,0.617,0.0806,0.121,111.976,4,metalcore
72626,2gYLeC5Ikd8DFSJfwGZJp3,Northlane,Alien,Bloodline,51,205666,True,0.514,0.964,6,-6.78,1,0.0992,8.3e-05,0.196,0.137,0.404,97.492,4,metalcore
72513,7yhN7C46ts8tAKHoNRrBL6,We Came As Romans;Zero 9:36,Daggers,Daggers,57,194093,True,0.435,0.961,7,-3.658,1,0.141,6.16e-05,0.000134,0.384,0.427,148.016,4,metalcore
72859,0uyvc0R0wJ6Fu3E01UtlzJ,Miss May I,Shadows Inside,Shadows Inside,54,236549,False,0.381,0.969,10,-4.956,0,0.141,4.59e-06,1.47e-05,0.143,0.338,179.987,4,metalcore
72136,2VjgDMPac8RDAaz2JH3UBs,Lamb of God,Omens,Denial Mechanism,51,157878,True,0.329,0.988,9,-4.539,1,0.228,6.95e-05,0.914,0.236,0.16,197.852,4,metalcore
72811,53xXTqz8QfadLsXbs411si,Lamb of God,Lamb of God,Resurrection Man,43,299557,False,0.337,0.977,7,-4.004,1,0.145,1.74e-05,0.528,0.0934,0.108,130.113,4,metalcore
72076,2LqlhqFm6R4b455OGfsU81,Architects,a new moral low ground,a new moral low ground,62,211848,False,0.376,0.937,4,-3.427,0,0.152,0.000608,0.00145,0.329,0.197,178.139,4,metalcore
72636,3YvEJX5kgNn5VCxroKxwQG,Gideon,Out of Control,out of control,25,263680,True,0.533,0.975,6,-3.219,1,0.0759,7.21e-05,0.0013,0.113,0.307,102.516,4,metalcore
72973,7DFzXaEOe8kK80jUlvPbV6,May of Sorrow,Awake,Awake,24,218044,False,0.435,0.777,3,-4.291,1,0.0375,0.0478,0.000174,0.268,0.256,139.974,4,metalcore
72938,1esc6EuXlZmtPcSaEolqiU,Every Time I Die,Gutter Phenomenon,Gloom And How It Gets That Way,25,117920,False,0.394,0.994,7,-4.655,1,0.114,0.0099,0.0,0.315,0.0916,118.384,4,metalcore
72899,4UNJIV0ke5g0IMimPbMLbw,A Day To Remember,Everything We Need,Resentment,25,227266,False,0.496,0.955,9,-3.607,0,0.196,8.3e-05,9.64e-05,0.0549,0.143,122.956,4,metalcore
72280,4MjJlPgUYMQjvHOQq0uvOv,Sleeping With Sirens,Madness (Deluxe Edition),Better Off Dead,62,183781,False,0.239,0.969,11,-3.547,0,0.27,0.0224,9.24e-05,0.452,0.245,93.565,4,metalcore
72883,1g5Jqwo02PuitYfv19B6Jn,We Came As Romans;Caleb Shomo,Darkbloom,Black Hole,50,179186,False,0.49,0.956,5,-4.249,0,0.0675,2.32e-05,0.0,0.455,0.412,110.042,4,metalcore
72761,1iqj7vNKGuT0AIGJ11Kojy,Lamb of God,Lamb of God,Checkmate,43,270508,False,0.524,0.994,2,-3.587,1,0.0712,3.65e-05,0.406,0.198,0.124,119.978,4,metalcore
72319,0JWpbl3Ppr71ONy6VDP5vu,Caskets,Lost Souls,Hold Me Now,55,239848,False,0.498,0.92,5,-6.465,0,0.0497,0.00331,2.77e-06,0.142,0.346,140.049,4,metalcore
72549,1KxrkdJlsMOjM0nfFWTwI6,Callejon,Hartgeld im Club (Bonus Tracks Version),Von Party zu Party,29,224385,True,0.55,0.869,8,-6.265,1,0.0529,0.000145,0.0,0.323,0.385,119.981,4,metalcore
72174,0XT70Wk9pP8JZkmJhfntuL,All That Remains,Overcome,Two Weeks,65,257346,False,0.558,0.943,1,-4.81,0,0.0535,0.00191,4.38e-05,0.248,0.56,111.994,4,metalcore
72371,7GV1PfkTW3aahvzXreoDc7,The Devil Wears Prada,Color Decay,Trapped,56,196160,False,0.506,0.838,3,-3.723,0,0.0492,0.000504,3.32e-06,0.135,0.171,125.07,4,metalcore
72527,1zNBVe8QG37iPLLQHlUS2u,Currents,The Way It Ends,Kill the Ache,57,233355,False,0.486,0.934,4,-6.064,0,0.0703,0.00171,0.0037,0.108,0.125,139.934,4,metalcore
72210,5p144lbzJw9kMCMOG61SF3,Dead by April,Anything at All,Anything at All,49,246545,False,0.482,0.925,7,-2.795,0,0.108,0.00364,0.0,0.111,0.238,110.0,4,metalcore
72235,5aeIj88MLdekYvObw5Yisk,Machine Head,Is There Anybody Out There?,Is There Anybody Out There?,64,272665,False,0.408,0.953,7,-3.883,1,0.226,0.00532,0.0,0.338,0.291,177.94,4,metalcore
72101,1O0iUsIwFDt7GyqjOkAHa8,Escape The Day,Into Inception,Tsunami,26,243555,False,0.568,0.97,11,-5.633,0,0.12,0.00523,0.00014,0.341,0.23,135.076,4,metalcore
72986,7drzpf2eo7URodsAhmgtpO,Poison The Well,Tear From The Red,Lazzaro,24,179279,False,0.418,0.959,0,-5.316,1,0.249,0.00125,7.18e-05,0.248,0.397,167.66,3,metalcore
72902,3cWr9taSdYFo74RJxaB13c,Periphery,Periphery II,Luck as a Constant,34,364906,False,0.439,0.967,8,-5.756,1,0.159,0.000365,0.00389,0.355,0.0479,134.972,4,metalcore
72947,0NhSv44kPrT7PT6yf07xx6,He Is Legend,Suck Out The Poison,Suck Out The Poison,26,203040,False,0.185,0.962,4,-5.032,0,0.238,5.86e-05,0.012,0.104,0.409,186.973,4,metalcore
72346,4fpdKDIpr8YVg89VRlLL2r,A Day To Remember,For Those Who Have Heart,"Fast Forward To 2012 - Live At The Capitol / Ocala, FL / January 5, 2008",30,147426,False,0.315,0.956,7,-8.301,1,0.173,0.00784,5.03e-06,0.616,0.137,143.069,4,metalcore
72139,2dbKMVQMjThcJ6GIdWK5Tb,Bullet For My Valentine,The Poison,Tears Don't Fall,36,348386,True,0.213,0.927,7,-3.378,0,0.14,0.000729,4.85e-06,0.081,0.28,162.109,4,metalcore
72621,5lrqstcg3Xk9D1lLGqSsal,Wage War,Pressure,Me Against Myself,57,237346,False,0.487,0.958,1,-3.373,1,0.152,0.000179,0.0,0.111,0.694,90.079,4,metalcore
72499,5KKaKUz11IqcBQ5loBRRX4,Times Of Grace,Metal,Strength in Numbers,0,257922,False,0.21,0.985,3,-3.602,1,0.145,5.11e-05,0.0289,0.168,0.176,95.39,4,metalcore
72370,6LNKeK9iJ66iwe16VxG43H,Motionless In White,Disguise,Disguise,60,237500,True,0.497,0.932,6,-4.621,1,0.0952,0.000147,0.0,0.11,0.482,104.932,4,metalcore
72198,2zTXd81kS4LdLU97AnBnMo,Spineshank,Metal,New Disease,0,194733,True,0.566,0.909,7,-4.184,1,0.0637,5.81e-05,0.000254,0.0981,0.275,121.979,4,metalcore
72687,1vUQRTE8oLMXXUpQAvl85h,He Is Legend,few,Beaufort,27,219771,False,0.499,0.981,8,-4.093,1,0.086,3.68e-06,0.723,0.112,0.357,113.025,4,metalcore
72584,2ClgEn1FZxchrqRZ04JZzj,Motionless In White;Bryan Garris;Knocked Loose,Scoring The End Of The World,Slaughterhouse (feat. Bryan Garris Of Knocked Loose),59,263947,True,0.304,0.987,7,-2.578,1,0.193,6.13e-05,0.000162,0.371,0.153,149.992,4,metalcore
72901,4NHuyxiG4Cl2wfqWIzT1hL,The Amity Affliction,This Could Be Heartbreak,All Fucked Up,56,229760,True,0.511,0.876,11,-4.287,0,0.0337,0.0338,0.0,0.645,0.291,142.056,4,metalcore
72059,40i81AcCCxiVEFUWElcjZC,Get Scared,Best Kind Of Mess,Sarcasm,69,198080,False,0.387,0.929,7,-4.825,0,0.161,0.00238,7.22e-06,0.314,0.591,180.359,4,metalcore
72328,0EVlhi2DePy8Qfc3suq0to,Sea Smile,Raplord,Raplord,31,286478,True,0.508,0.983,10,-3.414,0,0.121,0.0132,2.06e-06,0.164,0.582,141.96,4,metalcore
72096,5wTfzzRW8ddRdgW2kASbox,Architects,when we were young,when we were young,62,193886,False,0.443,0.938,8,-3.01,1,0.106,4.42e-05,5.71e-06,0.32,0.439,169.995,4,metalcore
72312,1EjbQjTQFTtp2aESORysZh,Upon A Burning Body,Built from War,Extermination,58,197148,False,0.464,0.975,0,-5.262,1,0.197,1.62e-05,0.00321,0.123,0.175,93.251,4,metalcore
72974,4a4cyxcgVmXZ760a6OwSOC,In Hearts Wake,Ark,Flow,23,220396,False,0.388,0.901,9,-3.661,0,0.0549,5.72e-06,0.0,0.155,0.273,149.949,4,metalcore
73834,2c8I6RNicR89mlT3ZSzsu2,Kiasmos,Bloomingdale 2020 - Mixed by The Palindromes & Dave Winnel (DJ Mix),Blurred - Mixed,18,249706,False,0.808,0.515,1,-12.577,0,0.042,0.486,0.874,0.119,0.104,113.995,3,minimal-techno
